house_id,timestamp,ac_1_mean,ac_1_max,ac_1_min,ac_1_std,is_on_sum,is_on_mean,P_agg_mean,P_agg_max,external_temperature_mean,internal_temperature_mean,external_humidity_mean,internal_humidity_mean,V_mean,A_mean,hour,day_of_week,is_weekend,month,season,time_period,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,diff_1h,diff_24h
1,2022-07-26 01:00:00,1180.4786107954546,1215.64,1151.966,15.776047451616716,352,1.0,1777.5362414772726,2193.699,26.9325,28.6,46.75,33.25284090909091,236.2524147727273,7.840150568181818,1,1,0,7,2,0,1206.5225162241886,653.1773853276353,2.920902777777778,2.9259333333333335,2.872261111111111,2.8988805555555555,508.1420270578797,587.6465247936328,129.16946565914586,-26.04390542873398,1177.5797302398992
1,2022-07-26 02:00:00,1171.7962309859156,1212.489,1145.9,14.547432662722244,355,1.0,1728.8616760563382,2160.503,26.803654929577466,28.125633802816903,48.37394366197183,33.0,236.29050985915492,7.62672676056338,2,1,0,7,2,0,1180.4786107954546,1206.5225162241886,653.1773853276353,2.8630166666666663,2.902169444444444,2.9105777777777777,702.9642294444212,580.3512852235523,177.87303454281826,-8.682379809539043,1168.885653208138
1,2022-07-26 03:00:00,1161.9544529914529,1193.739,1135.287,12.560912340951651,351,1.0,1682.2069230769232,2166.111,26.796673789173788,27.72564102564103,49.0,33.0,235.38246153846157,7.442495726495726,3,1,0,7,2,0,1171.7962309859156,1180.4786107954546,1206.5225162241886,2.889730555555555,2.8645555555555555,2.8805187500000002,896.1416831837374,485.9425111720867,226.1677818028788,-9.841777994462745,1159.073934241453
1,2022-07-26 04:00:00,1166.6548591954022,1224.329,1130.342,18.95583608353033,348,1.0,1669.3773419540228,2176.723,27.098548850574712,27.400862068965516,49.0,33.247126436781606,233.0433936781609,7.437620689655172,4,1,0,7,2,0,1161.9544529914529,1171.7962309859156,1180.4786107954546,2.920902777777778,2.910813888888889,2.8257083333333335,1090.0973425866748,214.6261166687245,274.66066308879834,4.700406203949342,1163.829150862069
1,2022-07-26 05:00:00,1204.5079382716049,1251.166,1169.616,16.922396130788385,324,1.0,1701.4132932098767,2216.668,28.399837962962966,27.275617283950616,47.152006172839506,34.74382716049383,230.72049691358026,7.613895061728395,5,1,0,7,2,0,1166.6548591954022,1161.9544529914529,1171.7962309859156,653.1773853276353,2.9021944444444445,2.795255555555556,1181.9857680773364,19.24416119401874,324.73202486863374,37.853079076202675,1201.7126827160494
1,2022-07-26 06:00:00,1232.9679395695364,1307.107,1192.35,22.254241331259237,302,1.0,1743.8831390728476,2295.436,29.942971854304638,27.17483443708609,43.22019867549669,35.764900662251655,230.58183112582782,7.807721854304635,6,1,0,7,2,0,1204.5079382716049,1166.6548591954022,1161.9544529914529,1206.5225162241886,2.92305,2.7788833333333334,1186.3933386348945,27.321268021180135,375.98990221180884,28.460001297931512,1230.189056236203
1,2022-07-26 07:00:00,1239.191552407932,1300.073,1193.759,22.718088002745375,353,1.0,1651.887087818697,2331.307,31.065325779036826,27.00056657223796,40.492917847025495,37.51558073654391,230.3677733711048,7.393175637393768,7,1,0,7,2,1,1232.9679395695364,1204.5079382716049,1166.6548591954022,1180.4786107954546,2.9259333333333335,2.7949027777777777,1196.1788289036406,34.381363803188954,427.50642927973195,6.223612838395638,1236.3966496301543
1,2022-07-26 08:00:00,1251.1611611111111,1312.502,1222.109,14.793640391010758,360,1.0,1355.4824583333334,1413.476,32.073750000000004,27.3,36.5,40.25,229.69001944444446,6.074522222222222,8,1,0,7,2,1,1239.191552407932,1232.9679395695364,1204.5079382716049,1171.7962309859156,2.8630166666666663,2.784088888888889,1209.4063172578399,38.18150853391851,479.5221406223245,11.96960870317912,1248.3770722222223
1,2022-07-26 09:00:00,623.9569220055711,1309.864,2.737,628.1575711086484,177,0.49303621169916434,1567.1201281337048,2368.427,33.03231197771588,27.076044568245123,32.87604456824513,37.50139275766017,229.25980222841227,7.071774373259053,9,1,0,7,2,1,1251.1611611111111,1239.191552407932,1232.9679395695364,1161.9544529914529,2.889730555555555,2.7663666666666664,1119.7400620935261,244.76447007577286,505.40508042811217,-627.2042391055401,621.1905553389045
1,2022-07-26 10:00:00,2.7720395833333336,2.821,2.722,0.01845764167052818,0,0.0,106.32043333333333,110.317,33.553749999999994,28.425,29.875,35.5,230.47743055555554,0.5893138888888889,10,1,0,7,2,1,623.9569220055711,1251.1611611111111,1239.191552407932,1166.6548591954022,2.920902777777778,2.7494336111111113,925.7595921581815,513.6524618616302,505.4060223436215,-621.1848824222377,0.02260597222222227
1,2022-07-26 11:00:00,2.7927506944444445,2.837,2.748,0.016275788393108344,0,0.0,106.27635277777777,107.411,33.97625,29.325,28.375,35.0,231.23005,0.5889833333333333,11,1,0,7,2,1,2.7720395833333336,623.9569220055711,1251.1611611111111,1204.5079382716049,653.1773853276353,2.7944444444444443,725.4737275619882,608.7158355950463,505.4059517707048,0.020711111111110903,-0.0016937499999998273
1,2022-07-26 12:00:00,2.8311888888888888,2.869,2.782,0.01516769359936117,0,0.0,106.75654166666668,107.766,34.2075,29.675,29.0,34.5,232.69753055555557,0.5907666666666667,12,1,0,7,2,1,2.7927506944444445,2.7720395833333336,623.9569220055711,1232.9679395695364,1206.5225162241886,2.8338555555555556,520.4509357818802,610.7586487482204,505.4058406595937,0.038438194444444296,-0.002666666666666817
1,2022-07-27 03:00:00,2.8795555555555556,2.919,2.831,0.016533488333055565,0,0.0,109.89570277777779,110.6,26.04125,30.6,45.875,35.0,234.9809833333333,0.5984916666666666,3,2,0,7,2,0,2.9189861111111113,2.9485638888888888,2.9304805555555555,2.919475,2.8462055555555557,1171.7962309859156,2.909377777777778,0.029362253194657094,330.3893286688588,-0.039430555555555635,-1168.91667543036
1,2022-07-27 04:00:00,2.8012055555555553,2.886,2.746,0.026708020395584082,0,0.0,109.12107916666666,110.353,26.6875,30.75,42.5,34.75,231.94446760563383,0.5950791666666666,4,2,0,7,2,0,2.8795555555555556,2.9189861111111113,2.9485638888888888,2.8728305555555558,2.861569444444444,1161.9544529914529,2.8974402777777777,0.05257607123812758,282.09127669236307,-0.07835000000000036,-1159.1532474358974
1,2022-07-27 05:00:00,2.810086111111111,2.885,2.737,0.029137476970760818,0,0.0,109.34116944444446,110.76,28.82625,31.475,37.75,34.0,232.25589444444446,0.5959444444444444,5,2,0,7,2,0,2.8012055555555553,2.8795555555555556,2.9189861111111113,2.90585,2.8819666666666666,1166.6548591954022,2.8814796296296294,0.0630123632385284,233.59774448051758,0.00888055555555578,-1163.844773084291
1,2022-07-27 09:00:00,1074.392549575071,1230.962,34.428,353.5198718531161,317,0.8980169971671388,2168.468220963173,2382.785,33.486232294617565,27.0,28.23512747875354,31.0,227.86697733711048,9.754543909348442,9,2,0,7,2,1,2.810086111111111,2.8012055555555553,2.8795555555555556,2.9304805555555555,2.8998194444444443,1204.5079382716049,181.4584911328822,437.44656730684864,228.17626995149533,1071.5824634639598,-130.11538869653396
1,2022-07-27 10:00:00,193.01661002785517,1234.195,2.576,431.13025121987084,57,0.15877437325905291,532.0908495821727,2350.994,34.046657381615596,28.179108635097492,27.0,32.25348189415042,229.38796378830082,2.4885654596100277,10,2,0,7,2,1,1074.392549575071,2.810086111111111,2.8012055555555553,2.9485638888888888,2.9323111111111113,1232.9679395695364,213.1364988227099,428.7293587342206,184.84496455392528,-881.3759395472157,-1039.9513295416812
1,2022-07-27 11:00:00,2.6289833333333332,2.69,2.562,0.025924246832186405,0,0.0,101.90108055555557,103.419,34.5,30.5,26.625,29.5,230.03986388888887,0.5758888888888889,11,2,0,7,2,1,193.01661002785517,1074.392549575071,2.810086111111111,2.9189861111111113,2.926336111111111,1239.191552407932,213.08816502641363,428.75781336628813,133.32152417581702,-190.38762669452183,-1236.5625690745987
1,2022-07-27 12:00:00,2.6657888888888888,2.716,2.624,0.015498221261543366,0,0.0,103.15106666666667,103.866,34.89875,31.05,26.375,28.75,231.4173416666667,0.58105,12,2,0,7,2,1,2.6289833333333332,193.01661002785517,1074.392549575071,2.8795555555555556,2.919475,1251.1611611111111,213.05253724863584,428.77878256295816,81.30088366655775,0.036805555555555536,-1248.4953722222222
1,2022-07-27 13:00:00,2.6981916666666668,2.745,2.664,0.012606070850353333,0,0.0,103.82039999999999,104.823,34.7925,31.275,27.0,28.0,232.67794305555557,0.5832624999999999,13,2,0,7,2,2,2.6657888888888888,2.6289833333333332,193.01661002785517,2.8012055555555553,2.8728305555555558,623.9569220055711,213.03536826715435,428.78888706185563,55.41510323577007,0.032402777777778,-621.2587303389045
1,2022-07-27 14:00:00,2.723025,2.784,2.662,0.019679519705056693,0,0.0,104.93080277777777,106.006,34.419999999999995,31.525,27.375,27.75,233.63141111111113,0.587975,14,2,0,7,2,2,2.6981916666666668,2.6657888888888888,2.6289833333333332,2.810086111111111,2.90585,2.7720395833333336,213.02085808196918,428.7974252600835,55.41306096146451,0.02483333333333304,-0.04901458333333375
1,2022-07-27 15:00:00,2.7508055555555555,2.792,2.699,0.01693132029502864,0,0.0,105.37207777777778,108.964,34.027499999999996,31.6,28.375,27.0,234.8955527777778,0.5883472222222221,15,2,0,7,2,2,2.723025,2.6981916666666668,2.6657888888888888,1074.392549575071,2.9304805555555555,2.7927506944444445,34.413900745383266,77.6991536349788,55.41131324734413,0.027780555555555697,-0.041945138888888955
1,2022-07-27 16:00:00,87.56894444444444,1172.837,2.692,292.8099031985315,28,0.07777777777777778,652.7311166666666,2251.834,33.089999999999996,31.675,29.75,27.5,234.84295277777778,2.999397222222222,16,2,0,7,2,2,2.7508055555555555,2.723025,2.6981916666666668,193.01661002785517,2.9485638888888888,2.8311888888888888,16.839289814814816,34.6503389902722,58.94205306215895,84.81813888888888,84.73775555555555
1,2022-07-27 17:00:00,1246.0030194444444,1293.691,1171.616,20.343699348805636,360,1.0,2342.3609944444443,2429.603,31.72875,29.275,32.125,31.75,233.88933611111108,10.321352777777777,17,2,0,7,2,2,87.56894444444444,2.7508055555555555,2.723025,2.6289833333333332,2.9189861111111113,2.8291333333333335,224.0682958333333,501.7931059261153,110.74096498345524,1158.434075,1243.173886111111
1,2022-07-27 18:00:00,1220.5031222222221,1254.455,1197.096,10.78924972629386,360,1.0,2351.3857027777776,2430.22,30.28625,27.575,34.75,32.5,234.69666388888888,10.325430555555556,18,2,0,7,2,2,1246.0030194444444,87.56894444444444,2.7508055555555555,2.6657888888888888,2.8795555555555556,2.8462055555555557,427.04118472222217,625.4049787443093,161.47666984456635,-25.499897222222216,1217.6569166666666
1,2022-07-27 19:00:00,1202.1448133704737,1232.541,1164.662,21.392416392309364,359,1.0,1979.1656601671307,2336.971,29.358955431754875,27.175208913649023,36.37465181058496,32.250696378830085,234.23839832869083,8.72109470752089,19,2,0,7,2,3,1220.5031222222221,1246.0030194444444,87.56894444444444,2.6981916666666668,2.8012055555555553,2.861569444444444,626.94895500619,653.6967028920589,211.4468050081509,-18.35830885174846,1199.2832439260292
1,2022-07-27 20:00:00,1162.5151166666667,1176.549,1155.758,3.742478843922885,360,1.0,1324.2597194444445,1361.566,28.795,27.075,37.375,33.0,232.97896944444446,5.860588888888889,20,2,0,7,2,3,1202.1448133704737,1220.5031222222221,1246.0030194444444,2.723025,2.810086111111111,2.8819666666666666,820.2476369506345,601.595165544842,259.76485292481755,-39.629696703806985,1159.6331500000001
1,2022-07-27 21:00:00,1164.951811111111,1183.394,1151.197,7.205213931389571,360,1.0,1326.5670111111112,1368.629,28.23375,26.9,38.375,33.75,233.1269972222222,5.8679,21,2,0,7,2,3,1162.5151166666667,1202.1448133704737,1220.5031222222221,2.7508055555555555,1074.392549575071,2.8998194444444443,1013.947804543227,454.9692483728763,308.18368591092866,2.436694444444356,1162.0519916666667
1,2022-07-27 22:00:00,274.31886908077996,1180.504,2.702,488.941672447778,84,0.233983286908078,1068.1963621169916,2157.242,27.57676880222841,27.35125348189415,39.37604456824513,33.4958217270195,234.21387743732592,4.813768802228412,22,2,0,7,2,3,1164.951811111111,1162.5151166666667,1202.1448133704737,87.56894444444444,193.01661002785517,2.9323111111111113,1045.0727919826163,378.95795690331664,319.4914591596649,-890.6329420303312,271.38655796966884
1,2022-07-27 23:00:00,2.7509527777777776,2.787,2.715,0.014039359438107326,0,0.0,970.8041472222222,984.458,27.001250000000002,27.675,40.375,28.5,235.22275555555555,4.397469444444444,23,2,0,7,2,3,274.31886908077996,1164.951811111111,1162.5151166666667,1246.0030194444444,2.6289833333333332,2.926336111111111,837.8641142048386,548.9070793492621,319.484151520776,-271.56791630300216,-0.17538333333333345
1,2022-07-28 00:00:00,2.760552777777778,2.797,2.725,0.01293254378076033,0,0.0,962.6196722222222,974.957,26.72875,27.55,41.375,26.75,235.54642222222222,4.363955555555556,0,3,0,7,2,0,2.7509527777777776,274.31886908077996,1164.951811111111,1220.5031222222221,2.6657888888888888,2.919475,634.9070192974311,601.7193303211711,319.47752976151673,0.009600000000000275,-0.15892222222222196
1,2022-07-28 01:00:00,2.7870389972144847,2.837,2.742,0.01585139209640116,0,0.0,858.7472033426184,1005.575,26.562228412256268,27.450139275766016,43.128133704735376,27.25348189415042,236.58630640668522,3.8991866295264623,1,3,0,7,2,0,2.760552777777778,2.7509527777777776,274.31886908077996,1202.1448133704737,2.6981916666666668,2.8728305555555558,435.0140569018879,574.1784632654018,319.47395511325254,0.026486219436706815,-0.0857915583410711
1,2022-07-28 05:00:00,2.6918083333333334,2.763,2.631,0.021424075632640198,0,0.0,998.4887416666667,1015.499,28.511249999999997,28.175,38.25,27.75,232.72105555555555,4.526152777777778,5,3,0,7,2,0,2.717069637883008,2.7622513966480446,2.785254189944134,2.7509527777777776,1246.0030194444444,2.9189861111111113,2.7506625554667967,0.03832557588745111,319.44280940501307,-0.02526130454967479,-0.22717777777777792
1,2022-07-28 06:00:00,2.651463888888889,2.702,2.593,0.019388818142346536,0,0.0,1056.15435,1157.772,29.967499999999998,28.35,36.25,26.5,230.9759388888889,4.770219444444445,6,3,0,7,2,0,2.6918083333333334,2.717069637883008,2.7622513966480446,2.760552777777778,1220.5031222222221,2.8795555555555556,2.7324810739853156,0.05496073175616846,319.43330558556863,-0.040344444444444516,-0.2280916666666668
1,2022-07-28 07:00:00,3.7701666666666664,7.404,2.591,1.972538516875426,0,0.0,1115.5318138888888,1146.013,30.8975,28.225,34.625,26.75,229.99485833333335,5.022661111111111,7,3,0,7,2,1,2.651463888888889,2.6918083333333334,2.717069637883008,2.7870389972144847,1202.1448133704737,2.8012055555555553,2.8963356855606794,0.4307733116245277,319.47367896519825,1.1187027777777776,0.9689611111111112
1,2022-07-28 08:00:00,310.12610555555557,1320.343,2.54,521.2216807154072,94,0.2611111111111111,1357.5134527777777,2412.585,31.948749999999997,28.15,33.625,29.0,228.21584722222224,6.136219444444445,8,3,0,7,2,1,3.7701666666666664,2.651463888888889,2.6918083333333334,2.785254189944134,1162.5151166666667,2.810086111111111,54.11981091316258,125.4176865495013,332.27851310871677,306.3559388888889,307.31601944444446
1,2022-07-28 09:00:00,1245.5008384401115,1311.137,1204.036,23.541582946985628,359,1.0,2037.2127576601672,2447.576,33.00908077994429,26.701114206128135,31.130222841225628,34.24512534818942,228.00255710306408,9.147779944289693,9,3,0,7,2,1,310.12610555555557,3.7701666666666664,2.651463888888889,2.7622513966480446,1164.951811111111,1074.392549575071,261.2429087537398,497.5940651523803,339.40802514476013,935.3747328845559,171.10828886504055
1,2022-07-28 10:00:00,1234.645895480226,1271.925,1205.486,14.477929235934093,354,1.0,2222.531172316384,6355.396,33.91117231638418,26.02542372881356,26.505649717514125,36.0,229.45177966101693,9.930697740112995,10,3,0,7,2,1,1245.5008384401115,310.12610555555557,3.7701666666666664,2.717069637883008,274.31886908077996,193.01661002785517,466.56437972746363,610.8576912497639,382.80924537194227,-10.85494295988542,1041.6292854523708
1,2022-07-28 11:00:00,1231.9197086834733,1272.151,1199.054,13.39673693245384,357,1.0,3171.068947478992,6389.595,34.57911764705882,25.9,23.623249299719888,37.0,228.99012324929973,14.071873949579832,11,3,0,7,2,1,1234.645895480226,1245.5008384401115,310.12610555555557,2.6918083333333334,2.7509527777777776,2.6289833333333332,671.4356964524869,629.998900533112,434.0296922615314,-2.7261867967526996,1229.29072535014
1,2022-07-28 12:00:00,1235.2975626740947,1269.453,1210.774,13.655287461031676,359,1.0,1979.6511197771588,2400.764,34.64243732590529,25.749860724233987,23.750696378830085,37.0,230.1529888579387,8.830988857938719,12,3,0,7,2,1,1231.9197086834733,1234.645895480226,1245.5008384401115,2.651463888888889,2.760552777777778,2.6657888888888888,876.876712916688,566.0255931215156,485.38934950258164,3.377853990621361,1232.6317737852057
1,2022-07-28 13:00:00,1247.7173809523808,1307.821,1213.068,17.800507775407254,357,1.0,2030.913932773109,2407.405,34.5112324929972,25.775070028011207,25.0,39.50140056022409,230.83976750700282,9.031711484593837,13,3,0,7,2,2,1235.2975626740947,1231.9197086834733,1234.645895480226,3.7701666666666664,2.7870389972144847,2.6981916666666668,1084.2012486309739,379.2708377011001,537.2651490561531,12.41981827828613,1245.0191892857142
1,2022-07-28 14:00:00,1239.6642253521127,1278.437,1210.347,14.913177181784153,355,1.0,2008.5073577464789,2396.638,34.163521126760564,25.84929577464789,25.753521126760564,39.74929577464789,232.0156253521127,8.900239436619719,14,3,0,7,2,2,1247.7173809523808,1235.2975626740947,1231.9197086834733,310.12610555555557,2.785254189944134,2.723025,1239.1242685970665,6.3466363335652565,588.8043657374911,-8.053155600268155,1236.9412003521127
1,2022-07-28 15:00:00,1218.6208105849582,1263.407,1195.725,14.227795702644572,359,1.0,1981.0886323119778,2394.709,33.219610027855154,25.549860724233984,28.126044568245124,38.49860724233983,233.53729526462394,8.742564066852367,15,3,0,7,2,2,1239.6642253521127,1247.7173809523808,1235.2975626740947,1245.5008384401115,2.7622513966480446,2.7508055555555555,1234.644263954541,9.599036010573329,639.4656159470495,-21.043414767154445,1215.8700050294026
1,2022-07-28 16:00:00,1018.033918767507,1241.314,7.399,431.6428598975037,302,0.84593837535014,1777.217725490196,2349.764,31.998263305322133,25.250140056022406,30.750700280112046,38.49859943977591,234.07791596638657,7.852630252100841,16,3,0,7,2,2,1218.6208105849582,1239.6642253521127,1247.7173809523808,1234.645895480226,2.717069637883008,87.56894444444444,1198.5422678357545,88.95012575424548,678.2349898771771,-200.58689181745126,930.4649743230625
1,2022-07-28 17:00:00,171.10318715083798,1261.116,2.809,403.39666574244137,52,0.1452513966480447,698.8620502793297,2306.208,30.577723463687146,26.426256983240226,33.12709497206704,40.745810055865924,234.6207374301676,3.1520558659217874,17,3,0,7,2,2,1018.033918767507,1218.6208105849582,1239.6642253521127,1231.9197086834733,2.6918083333333334,1246.0030194444444,1021.7395142469818,425.798626878991,633.4474968649437,-846.9307316166689,-1074.8998322936063
1,2022-07-28 18:00:00,2.889436111111111,2.944,2.848,0.017247221774220424,0,0.0,156.919725,194.322,29.39375,27.55,34.25,39.0,235.4821277777778,0.7809111111111111,18,3,0,7,2,2,171.10318715083798,1018.033918767507,1218.6208105849582,1235.2975626740947,2.651463888888889,1220.5031222222221,816.338159819818,573.7303367482957,582.7135932769806,-168.21375103972687,-1217.613686111111
1,2022-07-28 19:00:00,2.9236194444444443,2.973,2.852,0.020805965496645006,0,0.0,159.61971944444446,203.088,28.747500000000002,28.025,34.125,38.0,236.78060000000002,0.7889916666666668,19,3,0,7,2,3,2.889436111111111,171.10318715083798,1018.033918767507,1247.7173809523808,3.7701666666666664,1202.1448133704737,608.8725329018285,610.4319389548457,532.7460435300627,0.034183333333333454,-1199.2211939260292
1,2022-07-28 20:00:00,2.9129027777777776,2.952,2.875,0.015393772682088382,0,0.0,158.46566944444444,188.278,28.301250000000003,28.275,37.5,37.5,236.28044166666666,0.7824722222222222,20,3,0,7,2,3,2.9236194444444443,2.889436111111111,171.10318715083798,1239.6642253521127,310.12610555555557,1162.5151166666667,402.74731247277276,561.6936950999333,484.42928461802563,-0.010716666666666708,-1159.6022138888889
1,2022-08-02 04:00:00,2.8450416666666665,2.915,2.771,0.027821174627613684,0,0.0,103.61364166666667,104.952,25.716250000000002,31.1,52.875,33.75,233.76061944444444,0.5933944444444444,4,1,0,8,2,0,2.899388888888889,2.9271999999999996,2.919922222222222,2.9395527777777777,2.89425,2.8407999999999998,2.9123856481481485,0.03688332530810804,2.8719652777777775,-0.054347222222222324,0.004241666666666699
1,2022-08-02 05:00:00,2.8008416666666665,2.839,2.749,0.017327098505472923,0,0.0,103.21398888888889,103.861,27.135,32.225,49.125,33.25,232.04984166666665,0.5921861111111111,5,1,0,8,2,0,2.8450416666666665,2.899388888888889,2.9271999999999996,2.9497500000000003,2.8847277777777776,2.7921194444444444,2.8875675925925925,0.05320197017978764,2.8723287037037033,-0.04420000000000002,0.008722222222222076
1,2022-08-02 06:00:00,2.792125,2.83,2.74,0.016743299911367814,0,0.0,103.24591111111111,104.108,28.586250000000003,32.725,44.5,32.0,231.6021333333333,0.5930138888888888,6,1,0,8,2,0,2.8008416666666665,2.8450416666666665,2.899388888888889,2.933011111111111,2.904011111111111,2.785638888888889,2.864086574074074,0.059813499942001254,2.872598958333333,-0.008716666666666484,0.006486111111110748
1,2022-08-02 07:00:00,235.97760833333334,1250.455,2.742,462.5994827006603,74,0.20555555555555555,358.64691944444445,1488.674,29.50875,32.75,41.25,31.75,232.42478055555557,1.7026277777777779,7,1,0,8,2,1,2.792125,2.8008416666666665,2.8450416666666665,2.919922222222222,2.938925,2.7872583333333334,41.70703425925926,95.17277056849257,12.588863541666667,233.18548333333334,233.19035
1,2022-08-02 08:00:00,1254.5815530726256,1314.262,7.195,176.13601345076023,351,0.9804469273743017,1459.6525474860337,1545.085,30.31899441340782,31.202793296089386,39.254189944134076,34.24022346368715,230.626425,6.48404469273743,8,1,0,8,2,1,235.97760833333334,2.792125,2.8008416666666665,2.9271999999999996,2.9234361111111107,2.802286111111111,250.31609310469685,500.7481537730754,64.74633299839644,1018.6039447392923,1251.7792669615146
