house_id,timestamp,dishwasher_mean,dishwasher_max,dishwasher_min,dishwasher_std,is_on_sum,is_on_mean,P_agg_mean,P_agg_max,external_temperature_mean,internal_temperature_mean,external_humidity_mean,internal_humidity_mean,hour,day_of_week,is_weekend,month,season,time_period,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,diff_1h,diff_24h,next_hour_on,target_on
12,2023-03-06 02:00:00,0.0,0.0,0.0,0.0,0,0.0,,,4.7625,19.9325,95.375,73.5625,2,0,0,3,1,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5789394675925926,0.0,,0.0,0
12,2023-03-06 03:00:00,0.0,0.0,0.0,0.0,0,0.0,,,4.6625,,96.375,73.15625,3,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5344056623931623,0.0,,0.0,0
12,2023-03-06 04:00:00,0.0,0.0,0.0,0.0,0,0.0,,,4.6375,,97.0,73.40625,4,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.4962338293650793,0.0,,0.0,0
12,2023-03-06 05:00:00,0.0,0.0,0.0,0.0,0,0.0,,,5.15,,96.625,73.65625,5,0,0,3,1,0,0.0,0.0,0.0,0.0,2.452299074074074,,0.0,0.0,0.4631515740740741,0.0,,0.0,0
12,2023-03-06 06:00:00,0.0,0.0,0.0,0.0,0,0.0,,,7.5125,19.75,89.25,73.90625,6,0,0,3,1,0,0.0,0.0,0.0,0.0,4.494974537037037,,0.0,0.0,0.4342046006944444,0.0,,0.0,0
12,2023-03-06 07:00:00,0.0,0.0,0.0,0.0,0,0.0,,,10.6875,20.345,75.0,73.875,7,0,0,3,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.4086631535947712,0.0,,0.0166666666666666,0
12,2023-03-06 08:00:00,1.3443320767195768,85.38499999999999,0.0,9.103783498481045,6,0.0166666666666666,1058.0642348484848,3162.843333333333,11.9875,20.8475,67.375,71.625,8,0,0,3,1,1,0.0,0.0,0.0,0.0,0.0,,0.2240553461199294,0.548821272136502,0.4606447604350381,1.3443320767195768,,0.047752808988764,0
12,2023-03-06 09:00:00,5.535750234082397,83.81,0.0,15.82518602264381,17,0.047752808988764,920.3361899983696,3523.8283333333334,13.248314606741571,,60.75842696629213,71.7732379979571,9,0,0,3,1,1,1.3443320767195768,0.0,0.0,0.0,0.0,,1.1466803851336624,2.2164162042693505,0.7277555748375308,4.19141815736282,,0.0,0
12,2023-03-06 10:00:00,0.0,0.0,0.0,0.0,0,0.0,171.89565130531676,421.9483333333333,14.260028248587572,,55.51412429378531,71.41037493579867,10,0,0,3,1,1,5.535750234082397,1.3443320767195768,0.0,0.0,0.0,,1.1466803851336624,2.2164162042693505,0.6913677960956542,-5.535750234082397,,0.0,0
12,2023-03-06 11:00:00,0.0,0.0,0.0,0.0,0,0.0,953.008113873106,2893.92,14.88820224719101,20.895,51.49438202247191,71.13112870275792,11,0,0,3,1,1,0.0,5.535750234082397,1.3443320767195768,0.0,0.0,,1.1466803851336624,2.2164162042693505,0.6584455200910992,0.0,,0.0,0
12,2023-03-06 12:00:00,0.0,0.0,0.0,0.0,0,0.0,665.0825403899722,2471.0199999999995,15.275069637883009,20.853774373259053,48.24930362116992,71.56197771587743,12,0,0,3,1,1,0.0,0.0,5.535750234082397,0.0,0.0,,1.1466803851336624,2.2164162042693505,0.6285161782687766,0.0,,0.0,0
12,2023-03-06 13:00:00,0.0,0.0,0.0,0.0,0,0.0,959.2772254286776,2734.6645,15.3625,20.5525,47.0,72.0,13,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0,,1.1466803851336624,2.2164162042693505,0.6011893879092646,0.0,,0.0,0
12,2023-03-06 14:00:00,0.0,0.0,0.0,0.0,0,0.0,304.58152083333334,676.719,15.075,20.33333333333333,48.5,72.88888888888889,14,0,0,3,1,2,0.0,0.0,0.0,1.3443320767195768,0.0,,0.9226250390137328,2.2599605694990683,0.5761398300797119,0.0,,0.0,0
12,2023-03-06 15:00:00,0.0,0.0,0.0,0.0,0,0.0,183.5786219305386,407.9086666666667,14.28397435897436,,54.40384615384615,73.1951566951567,15,0,0,3,1,2,0.0,0.0,0.0,5.535750234082397,0.0,0.0,0.0,0.0,0.5761398300797119,0.0,0.0,0.0,0
12,2023-03-06 16:00:00,0.0,0.0,0.0,0.0,0,0.0,246.3567395833333,715.465,13.1125,20.185,64.125,73.41666666666667,16,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5761398300797119,0.0,0.0,0.0,0
12,2023-03-06 17:00:00,0.0,0.0,0.0,0.0,0,0.0,217.0612972222222,460.818,11.925,,74.0,72.96428571428572,17,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0,2.452299074074074,0.0,0.0,0.4739607019932921,0.0,-2.452299074074074,0.0,0
12,2023-03-06 18:00:00,0.0,0.0,0.0,0.0,0,0.0,440.8826258553274,1805.425,11.1125,20.5,81.25,72.18154761904762,18,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0,4.494974537037037,0.0,0.0,0.2866700962834156,0.0,-4.494974537037037,0.0,0
12,2023-03-06 19:00:00,0.0,0.0,0.0,0.0,0,0.0,299.5534359951846,649.0699999999999,10.575,,86.125,72.29166666666667,19,0,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-06 20:00:00,0.0,0.0,0.0,0.0,0,0.0,271.9756504694836,986.41,10.0125,20.2825,87.625,72.5,20,0,0,3,1,3,0.0,0.0,0.0,0.0,1.3443320767195768,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-06 21:00:00,0.0,0.0,0.0,0.0,0,0.0,304.9279196759259,555.9735000000001,9.5875,20.136250000000004,86.25,72.9375,21,0,0,3,1,3,0.0,0.0,0.0,0.0,5.535750234082397,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-06 22:00:00,0.0,0.0,0.0,0.0,0,0.0,207.05572412606665,495.95666666666665,9.288142857142857,,83.50857142857143,73.0,22,0,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-06 23:00:00,0.0,0.0,0.0,0.0,0,0.0,203.366520858204,476.8320000000001,9.1,,79.87813370473538,73.0,23,0,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,212.5617896602461,711.3,9.251685393258429,,76.86235955056179,73.0,0,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 01:00:00,0.0,0.0,0.0,0.0,0,0.0,163.50605763007476,314.9466666666667,9.460882352941177,,75.39117647058823,73.0,1,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 02:00:00,0.0,0.0,0.0,0.0,0,0.0,204.7211232590529,378.43,9.32506963788301,,76.74930362116991,73.0,2,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 03:00:00,0.0,0.0,0.0,0.0,0,0.0,162.7605876928236,552.3385714285714,9.050704225352112,19.863285714285716,78.74647887323944,73.06338028169014,3,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 04:00:00,0.0,0.0,0.0,0.0,0,0.0,193.10440675273003,635.67,8.655172413793105,19.784367816091954,80.36206896551724,73.5,4,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 05:00:00,0.0,0.0,0.0,0.0,0,0.0,312.61489541769816,1527.23,8.755405405405407,19.5842992992993,80.2102102102102,73.37087087087087,5,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 06:00:00,0.0,0.0,0.0,0.0,0,0.0,1505.2232847222222,2435.55,10.425,19.696666666666665,73.75,72.75,6,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 07:00:00,0.0,0.0,0.0,0.0,0,0.0,777.9940742041199,2845.1800000000003,12.75505617977528,20.29931179775281,62.34550561797753,73.18398876404494,7,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866700962834156,0.0,0.0,0.0,0
12,2023-03-07 08:00:00,0.0,0.0,0.0,0.0,0,0.0,1433.664100477457,4550.515,13.83274647887324,20.787042253521125,56.52112676056338,73.30985915492958,8,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,1.3443320767195768,0.0,0.0,0.2306562597534332,0.0,-1.3443320767195768,0.0,0
12,2023-03-07 09:00:00,0.0,0.0,0.0,0.0,0,0.0,1059.6426368598725,3451.205,14.655571847507332,21.046627565982405,53.26979472140763,70.6642228739003,9,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,5.535750234082397,0.0,0.0,0.0,0.0,-5.535750234082397,0.0,0
12,2023-03-07 10:00:00,0.0,0.0,0.0,0.0,0,0.0,666.2794306763285,879.562,15.171739130434782,20.88,52.0,64.95652173913044,10,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 11:00:00,0.0,0.0,0.0,0.0,0,0.0,5205.224228672134,8785.25,15.492279411764706,21.150205882352942,51.61544117647059,63.10735294117647,11,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 12:00:00,0.0,0.0,0.0,0.0,0,0.0,2267.5792054959797,4565.089999999999,15.8,21.14159226190476,50.62872023809524,64.16889880952381,12,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 13:00:00,0.0,0.0,0.0,0.0,0,0.0,,,15.724397590361448,20.75280120481928,50.0,66.75602409638554,13,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 14:00:00,0.0,0.0,0.0,0.0,0,0.0,,,15.258529411764703,20.35419117647059,52.27647058823529,68.31911764705882,14,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 15:00:00,0.0,0.0,0.0,0.0,0,0.0,,,14.226315789473682,20.243157894736843,59.94736842105263,69.52631578947368,15,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 16:00:00,0.0,0.0,0.0,0.0,0,0.0,,,13.171153846153846,20.25,69.28846153846153,68.79120879120879,16,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 17:00:00,0.0,0.0,0.0,0.0,0,0.0,,,12.45,21.12,76.875,68.21428571428572,17,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-07 18:00:00,0.0,0.0,0.0,0.0,0,0.0,,,12.0875,21.42375,78.5,68.375,18,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 05:00:00,0.0,0.0,0.0,0.0,0,0.0,,,8.901408450704226,19.940845070422537,96.62323943661973,73.0,5,2,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 06:00:00,0.0,0.0,0.0,0.0,0,0.0,,,10.592067988668555,19.94,88.92209631728045,73.31704438149198,6,2,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 07:00:00,0.0,0.0,0.0,0.0,0,0.0,,,13.11,,74.08571428571429,73.37142857142857,7,2,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 08:00:00,0.0,0.0,0.0,0.0,0,0.0,,,14.4125,,65.625,73.70833333333333,8,2,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 09:00:00,0.0,0.0,0.0,0.0,0,0.0,119.60125067460318,593.315,15.441292134831462,20.916666666666668,57.34550561797753,73.72705992509363,9,2,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 10:00:00,0.0,0.0,0.0,0.0,0,0.0,314.8149842061231,2386.925833333333,16.2625,,51.5,74.25,10,2,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 11:00:00,0.0,0.0,0.0,0.0,0,0.0,199.40130836640213,564.1879999999999,16.775,,48.25,74.65,11,2,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 12:00:00,0.0,0.0,0.0,0.0,0,0.0,213.3234352367688,508.1125,17.01218662952646,20.80424721189591,46.25208913649025,74.5383008356546,12,2,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 13:00:00,0.0,0.0,0.0,0.0,0,0.0,236.22121080791868,637.6400000000001,17.011797752808988,20.64428370786517,45.0,74.56039325842697,13,2,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 14:00:00,0.0,0.0,0.0,0.0,0,0.0,229.5688027258257,1167.312,16.62506963788301,20.500066852367688,45.74930362116992,73.50027855153203,14,2,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 15:00:00,0.0,0.0,0.0,0.0,0,0.0,271.7378598591549,513.9399999999999,16.125,20.371875,49.625,73.3125,15,2,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 16:00:00,0.0,0.0,0.0,0.0,0,0.0,211.9387233146068,713.7058333333333,14.973033707865168,20.331432584269663,57.764044943820224,73.62640449438203,16,2,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 17:00:00,0.0,0.0,0.0,0.0,0,0.0,248.07866418650792,910.035,13.69606824925816,20.361721068249256,67.30489614243324,74.13501483679525,17,2,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 19:00:00,0.0,0.0,0.0,0.0,0,0.0,222.42294129353232,715.1575,12.268043478260871,20.25,79.84420289855072,73.49227053140096,19,2,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 20:00:00,0.0,0.0,0.0,0.0,0,0.0,263.22646401438067,544.6966666666667,11.3625,20.2175,84.125,73.625,20,2,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 21:00:00,0.0,0.0,0.0,0.0,0,0.0,188.06170326154808,494.592,10.5,20.16875,85.625,73.375,21,2,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 22:00:00,0.0,0.0,0.0,0.0,0,0.0,200.99281083553797,488.6825,9.8125,20.1225,84.25,73.625,22,2,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-08 23:00:00,0.0,0.0,0.0,0.0,0,0.0,149.154136228355,620.0819999999999,9.227424242424243,,83.0,73.84015151515152,23,2,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 00:00:00,0.0,0.0,0.0,0.0,0,0.0,191.3791772058824,365.21,8.530459770114943,,83.38505747126437,73.59123563218391,0,3,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 01:00:00,0.0,0.0,0.0,0.0,0,0.0,214.2923281806157,2457.4133333333334,7.9085820895522385,,84.76567164179104,73.34179104477612,1,3,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 02:00:00,0.0,0.0,0.0,0.0,0,0.0,170.2680135026264,385.115,7.525578034682081,19.88,86.3721098265896,73.0944725433526,2,3,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 04:00:00,0.0,0.0,0.0,0.0,0,0.0,,,7.225,19.930625,87.375,73.375,4,3,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 05:00:00,0.0,0.0,0.0,0.0,0,0.0,,,7.55,19.999375,88.0,74.125,5,3,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 08:00:00,0.0,0.0,0.0,0.0,0,0.0,,,14.40517515923567,20.62,58.30573248407644,75.27547770700637,8,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 09:00:00,0.0,0.0,0.0,0.0,0,0.0,,,15.77784090909091,20.717746212121213,51.48863636363637,74.19696969696969,9,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 10:00:00,0.0,0.0,0.0,0.0,0,0.0,464.7554447625106,849.5840000000001,16.65408163265306,20.75,47.91107871720117,73.30962099125365,10,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2023-03-09 12:00:00,3.7092130919220057,4.08,3.31,0.1292246587377508,0,0.0,318.03234324844146,1206.1346428571428,17.574791086350977,20.43264623955432,45.0,72.6866295264624,12,3,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6182021819870009,1.5142799037433383,0.1545505454967502,3.7092130919220057,3.7092130919220057,0.5857988165680473,1
12,2023-03-09 13:00:00,349.45133678500986,1763.18,0.0,650.1070172797703,198,0.5857988165680473,1472.0774553512726,5678.33,17.59016272189349,20.31592307692308,45.73224852071006,73.24644970414201,13,3,0,3,1,2,3.7092130919220057,0.0,0.0,0.0,0.0,0.0,58.8600916461553,142.36778618144547,14.715022911538826,345.7421236930879,349.45133678500986,0.5521126760563381,1
12,2023-03-09 14:00:00,390.93613239436615,1762.94,0.0,693.2566187337798,196,0.5521126760563381,982.3709368036502,3411.2,17.138239436619717,20.25,48.49577464788732,73.74929577464789,14,3,0,3,1,2,349.45133678500986,3.7092130919220057,0.0,0.0,0.0,0.0,124.016113711883,191.14448770124912,31.004028427970752,41.4847956093563,390.93613239436615,0.0,0
12,2023-03-09 15:00:00,2.8388788300835657,4.22,0.0,1.6150679543438249,0,0.0,184.72553413371,468.3200000000001,16.212952646239554,20.09275766016713,54.74651810584958,74.49860724233983,15,3,0,3,1,2,390.93613239436615,349.45133678500986,3.7092130919220057,0.0,0.0,0.0,124.4892601835636,190.77927480770177,31.1223150458909,-388.0972535642826,2.8388788300835657,0.0,0
12,2023-03-09 16:00:00,3.612361111111112,4.11,3.17,0.1563850468700768,0,0.0,185.63805687830688,582.1883333333333,14.8375,20.185,64.75,74.16666666666667,16,3,0,3,1,2,2.8388788300835657,390.93613239436615,349.45133678500986,0.0,0.0,0.0,125.09132036874878,190.31296984193395,31.2728300921872,0.7734822810275457,3.612361111111112,0.0,0
12,2023-03-09 17:00:00,3.576166666666667,4.05,3.29,0.1293167980652103,0,0.0,327.78362932098764,1217.9291666666668,13.525,,74.0,73.5,17,3,0,3,1,2,3.612361111111112,2.8388788300835657,390.93613239436615,0.0,0.0,0.0,125.68734814652656,189.84788389827088,31.42183703663164,-0.0361944444444444,3.576166666666667,0.0,0
12,2023-03-09 18:00:00,3.6267638888888887,4.04,3.33,0.1321838734802122,0,0.0,419.7052175925926,1167.73,12.6,19.97,81.625,73.20833333333333,18,3,0,3,1,2,3.576166666666667,3.612361111111112,2.8388788300835657,3.7092130919220057,0.0,0.0,125.6736066126877,189.8584813845274,31.57295219866868,0.0505972222222217,3.6267638888888887,0.0,0
12,2023-03-09 19:00:00,3.65466573816156,4.11,3.29,0.1253851317063353,0,0.0,217.30081103286383,736.2250000000001,11.800278551532037,20.08991643454039,86.0,73.56267409470752,19,3,0,3,1,3,3.6267638888888887,3.576166666666667,3.612361111111112,349.45133678500986,0.0,0.0,68.04082810487965,158.18605578753068,31.72522993775874,0.0279018492726712,3.65466573816156,0.0,0
12,2023-03-09 20:00:00,3.689497685185185,4.05,3.31,0.1367942072324517,0,0.0,286.1203787037037,699.995,11.075,20.12,86.0,74.1875,20,3,0,3,1,3,3.65466573816156,3.6267638888888887,3.576166666666667,390.93613239436615,0.0,0.0,3.499722320016163,0.3260083022888654,31.87895900797479,0.0348319470236253,3.689497685185185,0.0,0
12,2023-03-09 21:00:00,3.754295138888889,4.17,3.36,0.1370856162568524,0,0.0,245.7446700727513,588.9675,10.4375,,86.375,74.6875,21,3,0,3,1,3,3.689497685185185,3.65466573816156,3.6267638888888887,2.8388788300835657,0.0,0.0,3.6522917048170505,0.0629853390206335,32.03538797209516,0.0647974537037039,3.754295138888889,0.0,0
12,2023-03-09 22:00:00,3.703962395543176,4.14,3.27,0.1283587276636443,0,0.0,187.3865389972145,496.1675,9.849860724233984,20.044791086350976,87.37534818941504,74.37604456824512,22,3,0,3,1,3,3.754295138888889,3.689497685185185,3.65466573816156,3.612361111111112,0.0,0.0,3.667558585555728,0.0624703237372632,32.18971973857612,-0.0503327433457134,3.703962395543176,0.0,0
12,2023-03-09 23:00:00,3.747451388888889,4.05,3.43,0.1097384571033549,0,0.0,227.43502255291008,912.695,9.4875,19.9175,88.0,74.6875,23,3,0,3,1,3,3.703962395543176,3.754295138888889,3.689497685185185,3.576166666666667,0.0,0.0,3.696106039259431,0.050305747678784,32.345863546446495,0.0434889933457132,3.747451388888889,0.0,0
12,2023-03-10 00:00:00,3.760691340782123,4.15,3.43,0.1158520698203993,0,0.0,138.231582867784,763.8183333333334,9.262430167597769,19.88,88.0,75.04419980282616,0,4,0,3,1,0,3.747451388888889,3.703962395543176,3.754295138888889,3.6267638888888887,3.7092130919220057,0.0,3.718427281241637,0.0424896258882181,32.502559018979085,0.013239951893234,3.760691340782123,0.0,0
12,2023-03-10 01:00:00,3.82065308988764,4.12,3.51,0.1126699580865034,0,0.0,208.04882303370783,376.19333333333327,9.0875,,88.375,75.16176470588236,1,4,0,3,1,0,3.760691340782123,3.747451388888889,3.703962395543176,3.65466573816156,349.45133678500986,0.0,3.7460918398626495,0.0465176446003158,32.661752897724405,0.0599617491055171,3.82065308988764,0.0,0
12,2023-03-10 02:00:00,3.8048876404494383,4.08,3.44,0.1015618593933318,0,0.0,143.14237944756553,398.0675,8.8625,,89.375,75.27941176470588,2,4,0,3,1,0,3.82065308988764,3.760691340782123,3.747451388888889,3.689497685185185,390.93613239436615,0.0,3.765323499073359,0.0420817390867089,32.82028988274313,-0.0157654494382017,3.8048876404494383,0.0,0
12,2023-03-10 03:00:00,3.738224233983287,3.98,3.38,0.1016018587780901,0,0.0,198.07693309859155,538.725,8.874930362116993,,90.0,75.39701786006881,3,4,0,3,1,0,3.8048876404494383,3.82065308988764,3.760691340782123,3.754295138888889,2.8388788300835657,0.0,3.7626450149224255,0.0434144298564246,32.97604922582577,-0.0666634064661511,3.738224233983287,0.0,0
